date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_market_cap,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_market_cap
4/9/2017,5928,397,1350,664,728,283,59,42,12,4,31,3,24,7,0.019511143,1.5131,2893,1912,1176.57,1197.21,1171.86,1187.87,242343008,19134400512,44.28,44.49,42.89,43.27,55143000,4009009920
4/10/2017,6938,579,1626,804,812,325,74,48,18,11,65,23,33,4,0.019250181,1.4453,3054,2113,1187.3,1190.34,1179.04,1187.13,215883008,19311200256,43.28,44.14,42.42,43.44,44061500,3919520000
4/11/2017,6879,620,1710,860,825,311,93,66,27,16,73,21,26,3,0.022170283,1.4315,3022,2111,1187.46,1208.07,1187.46,1205.01,216182000,19316000768,43.5,44.25,43.3,43.41,38303300,3941100032
4/12/2017,7847,641,1853,850,836,319,81,57,15,7,66,18,15,2,0.029325141,1.3341,3075,2305,1204.81,1207.14,1196.76,1200.37,288702016,19600799744,43.46,47.23,43.11,46.29,88045696,3938929920
4/13/2017,8770,637,1879,840,942,378,75,47,20,12,57,10,33,10,0.01541741,1.1517,3121,2710,1201.02,1205.89,1156.44,1169.28,351968992,19541299200,46.31,50.91,46.31,50.22,157200000,4198419968
4/14/2017,7042,531,1608,776,868,364,80,58,23,17,52,14,30,7,0.021159216,1.3488,2796,2073,1170.33,1190.8,1159.79,1167.54,254827008,19043799040,49.97,50.05,46.76,47.57,91674400,4531809792
4/15/2017,5694,380,1303,594,669,247,67,42,17,10,42,5,22,4,0.024746878,1.3227,2496,1887,1167.3,1188,1164.96,1172.52,203559008,18996500480,47.65,49.57,47.18,49.1,66207800,4323100160
4/16/2017,5167,359,1241,574,603,220,51,36,24,15,33,5,21,2,0.018950922,1.3081,2365,1808,1172.61,1187.22,1172.61,1182.94,183231008,19085099008,49.04,49.14,48.19,48.72,31343800,4450140160
4/17/2017,6620,534,1471,717,841,317,74,54,21,8,40,7,13,2,0.017801017,1.3004,2727,2097,1183.25,1194.9,1172.65,1193.91,253206000,19260499968,48.66,48.75,48.05,48.3,44013300,4417310208
4/18/2017,7674,642,1808,832,880,371,68,45,14,10,55,8,36,2,0.013587096,1.3247,3011,2273,1193.77,1217.57,1193.77,1211.67,270524000,19433799680,48.32,51.03,48.3,50.71,78748496,4387859968
4/19/2017,7865,625,1878,890,900,355,88,57,16,8,62,16,35,8,0.0134736,1.3697,3086,2253,1212.13,1215.51,1205.08,1210.29,288060992,19734800384,50.73,50.95,47.26,48.31,76281000,4608260096
4/20/2017,7684,665,1718,807,915,358,84,61,39,22,47,11,30,9,0.01481772,1.3599,3151,2317,1211.08,1240.79,1208.41,1229.08,315108000,19719899136,48.13,49.99,48.13,49.67,79600896,4373799936
4/21/2017,6623,540,1534,719,732,261,58,37,13,4,61,11,25,4,0.018281088,1.43,3023,2114,1229.42,1235.94,1215.56,1222.05,272167008,20020699136,49.64,49.66,48.14,48.22,45048300,4512609792
4/22/2017,5894,468,1316,629,677,244,53,38,23,12,44,13,26,3,0.017994404,1.4794,2731,1846,1222.71,1235.56,1208.47,1231.71,249320000,19913900032,48.18,48.74,48.17,48.55,37357600,4381289984
4/23/2017,5432,378,1266,602,632,252,75,57,17,9,45,6,20,3,0.016767101,1.3399,2448,1827,1231.92,1232.2,1203.94,1207.21,258951008,20066199552,48.59,48.89,48.17,48.49,36234000,4420040192
4/24/2017,8425,649,1899,886,1046,425,85,52,16,8,72,19,33,11,0.0305127,1.5485,3529,2279,1209.63,1250.94,1209.63,1250.15,235806000,19705399296,48.87,50.18,48.87,50.03,55580600,4446470144
4/25/2017,8003,664,1871,938,876,336,87,62,21,11,57,7,35,6,0.01765493,1.4209,3413,2402,1250.45,1267.58,1249.97,1265.49,242556000,20372299776,50.07,50.3,49.81,49.89,38264600,4557870080
4/26/2017,10120,750,2175,945,1083,405,89,52,22,8,74,18,42,5,0.032958607,1.3908,3708,2666,1265.99,1294.83,1265.93,1281.08,329631008,20627900416,49.91,53.44,49.91,52.72,104884000,4544370176
4/27/2017,13040,858,2717,1183,1472,603,101,68,31,16,78,14,53,16,0.030135652,1.4805,4437,2997,1281.88,1319.7,1281.3,1317.73,449196992,20889200640,52.81,62.17,52.29,62.17,246775008,4809630208
4/28/2017,10744,643,2476,1151,1047,396,75,55,15,7,67,12,32,5,0.02790033,1.4617,4011,2744,1317.74,1331.28,1292.37,1316.48,527488992,21475999744,62.23,70.85,62.13,70.16,346545984,5669550080
4/29/2017,9605,587,2244,1039,1011,419,88,61,26,12,59,11,39,4,0.026236273,1.5083,3798,2518,1317.84,1327.2,1315.21,1321.79,422705984,21479800832,71.39,71.9,66.78,68.38,165448000,6506489856
4/30/2017,10981,559,2659,1232,1047,405,114,73,19,13,56,13,29,6,0.022017048,1.4047,3790,2698,1321.87,1347.91,1314.92,1347.89,413115008,21548400640,68.54,79.02,68.35,79.02,229944992,6248840192
5/1/2017,13345,875,3007,1317,1244,447,150,100,26,6,73,6,28,5,0.010343385,1.3098,4536,3463,1348.3,1434.32,1348.3,1421.6,713624000,21981800448,79.32,82.52,73.09,76.3,376841984,7234070016
5/2/2017,12026,831,2810,1326,1144,411,121,79,32,16,80,9,32,5,0.018208998,1.3382,4495,3359,1421.03,1473.9,1415.69,1452.82,477337984,23170199552,76.65,79.35,74.38,77.26,193772992,6992979968
5/3/2017,11509,855,2585,1200,1140,418,112,73,27,14,71,16,30,5,0.018575892,1.3205,4083,3092,1453.78,1492.77,1447.49,1490.09,583795968,23707099136,77.25,80.1,75.76,79.72,141922000,7050050048
5/4/2017,17187,1114,3762,1656,1400,448,177,123,38,16,113,24,41,5,0.015337098,1.2792,5424,4240,1490.72,1608.91,1490.72,1537.67,933548992,24311900160,79.72,97.56,79.43,96.98,366847008,7277479936
5/5/2017,15413,979,3428,1596,1449,519,157,108,40,20,89,18,30,4,0.017048197,1.353,5128,3790,1540.87,1618.03,1530.31,1555.45,946035968,25133099008,96.73,103.23,92.22,94.4,331928000,8833519616
5/6/2017,10638,748,2381,1151,1028,380,129,83,38,17,60,12,34,5,0.017083778,1.4071,4272,3036,1556.81,1578.8,1542.5,1578.8,582529984,25395599360,94.91,97.88,90.95,97.81,151462000,8669910016
5/7/2017,11788,608,2624,1201,1287,489,110,76,31,16,56,12,33,6,0.016170951,1.353,4124,3048,1579.47,1596.72,1559.76,1596.71,1080029952,25768499200,97.87,98.24,89.87,94.01,183295008,8942950400
5/8/2017,14088,1010,3045,1367,1554,573,141,104,52,29,80,11,48,11,0.025473265,1.5133,5389,3561,1596.92,1723.35,1596.92,1723.35,1340320000,26056499200,93.75,95.14,89.51,91.42,231344000,8569059840
5/9/2017,15310,1054,3306,1462,1654,563,174,107,54,24,100,15,35,4,0.015367122,1.3923,5799,4165,1723.89,1833.49,1716.3,1755.36,1167920000,28132200448,91.23,93.06,80.39,91.16,363433984,8341490176
5/10/2017,12965,1011,2984,1400,1265,454,161,107,47,25,83,11,41,6,0.013931477,1.4358,5327,3710,1756.52,1788.44,1719.1,1787.13,915723008,28668100608,91.15,92.85,85.29,89.52,145602000,8337180160
5/11/2017,12374,1026,2756,1205,1254,401,138,90,42,19,81,14,27,3,0.01045496,1.3857,5130,3702,1780.37,1873.93,1755.35,1848.57,799489984,29060599808,89.77,102.55,88.48,89.88,132722000,8213570048
5/12/2017,11643,821,2653,1143,1185,420,122,91,42,16,70,9,37,4,0.012614864,1.3301,4541,3414,1845.76,1856.15,1694.01,1724.24,740984000,30131099648,89.43,93.12,88.66,88.66,145824992,8184929792
5/13/2017,9052,679,2041,969,1058,371,112,75,32,18,57,7,40,10,0.012344784,1.2591,3693,2933,1723.12,1812.99,1651.08,1804.91,579635008,28132300800,88.69,93.81,86.66,90.84,88742200,8120390144
5/14/2017,8514,514,1837,864,933,386,109,72,25,12,65,21,25,1,0.009133208,1.3167,3634,2760,1800.86,1831.42,1776.62,1808.91,437196000,29405100032,90.87,91.25,89.61,90.79,66046600,8322379776
5/15/2017,11649,847,2866,1397,1092,389,131,89,41,26,70,8,44,13,0.032055647,1.4724,4934,3351,1808.44,1812.8,1708.54,1738.43,731529024,29532600320,90.78,95.43,86.83,92.41,170999008,8316930048
5/16/2017,12548,997,2934,1339,1283,477,148,90,59,31,84,15,65,3,0.021159999,1.5182,5042,3321,1741.7,1785.94,1686.54,1734.45,959044992,28446300160,92.39,93.56,89.12,89.44,152284992,8466469888
5/17/2017,15147,1096,3349,1526,1758,591,162,104,53,26,102,17,63,10,0.018887805,1.4933,5361,3590,1726.73,1864.05,1661.91,1839.09,1064729984,28204800000,89.25,91.27,84.43,89.86,183031008,8181519872
5/18/2017,15070,1127,3392,1525,1616,585,179,112,47,23,102,15,71,11,0.023221362,1.5058,5493,3648,1818.7,1904.48,1807.12,1888.65,894321024,29710499840,89.84,97.37,89.84,96.91,196236992,8238110208
5/19/2017,21437,1235,4885,2106,1759,613,207,135,55,34,138,21,55,10,0.013992909,1.2779,5881,4602,1897.37,2004.52,1890.25,1987.71,1157289984,30998999040,97.05,133.56,97.05,129.53,626945024,8902240256
5/20/2017,14660,1050,3532,1678,1328,499,207,131,41,12,103,17,52,9,0.018326206,1.3715,5360,3908,1984.24,2084.73,1974.92,2084.73,961336000,32422400000,129.22,133.64,124.7,126.52,331455008,11856600064
5/21/2017,16431,1018,3966,1838,1354,442,201,134,58,32,113,27,49,7,0.012477349,1.4034,5865,4179,2067.03,2119.08,2037.5,2041.2,1147859968,33779400704,127.54,159.03,125.89,157.94,570361024,11705700352
5/22/2017,28106,1818,6131,2724,2287,719,319,211,63,38,161,26,71,13,0.026871461,1.6427,9587,5836,2043.19,2303.9,2017.87,2173.4,1942220032,33393600512,158.17,201.75,152.47,174.26,1188909952,14522099712
5/23/2017,22320,1479,5231,2455,2497,1056,275,183,64,22,146,28,73,9,0.016094232,1.458,8468,5808,2191.56,2320.82,2178.5,2320.42,1378749952,35822600192,170.82,183.55,169.93,181.95,530708992,15687999488
5/24/2017,27459,1860,6165,2739,2295,762,362,256,88,41,187,32,72,13,0.011154776,1.4476,8936,6173,2321.37,2523.72,2321.37,2443.64,1725379968,37949198336,182.65,228.37,182.45,190.05,561014016,16779700224
5/25/2017,32208,2124,6948,3047,2748,872,385,239,109,44,210,23,72,8,0.014203473,1.4764,10962,7425,2446.24,2763.71,2285.3,2304.98,2406700032,39995400192,189.85,210.98,170.51,174.45,943636992,17446600704
5/26/2017,22044,1607,4985,2249,2018,695,286,176,78,33,168,38,78,7,0.014629003,1.3733,8251,6008,2320.89,2573.79,2071.99,2202.42,1763480064,37950599168,175.22,193.69,150.28,160.4,792457984,16106999808
5/27/2017,17776,1189,3875,1733,1715,583,228,151,64,28,117,22,54,7,0.021605128,1.4858,7414,4990,2196.27,2260.2,1855.83,2038.87,1700480000,35917099008,159.82,166.95,120.44,157.76,1217059968,14695999488
5/28/2017,14687,1032,3311,1561,1427,559,222,155,46,20,100,18,47,7,0.042523897,1.5704,6506,4143,2054.08,2267.34,2054.08,2155.8,1147139968,33595899904,158.82,179.93,157.6,170.51,717971008,14608600064
5/29/2017,17031,1177,4083,1908,1721,650,241,166,71,31,116,26,42,6,0.047898927,1.616,7183,4445,2159.43,2307.05,2107.17,2255.61,994625024,35323498496,170.13,197.13,164.53,194.91,718828032,15654599680
5/30/2017,23555,1437,5253,2364,2139,712,270,160,67,40,118,23,64,8,0.01582536,1.4955,8222,5498,2255.36,2301.96,2124.57,2175.47,1443970048,36897001472,195.61,233.71,189.29,231.91,1586669952,18004699136
5/31/2017,24174,1564,5236,2346,2323,787,259,156,88,42,145,21,62,11,0.016689757,1.4566,8329,5718,2187.19,2311.08,2145.57,2286.41,1544829952,35786698752,231.58,236.96,215.57,230.67,1271600000,21321900032
6/1/2017,19563,1409,4501,2056,1821,669,297,196,58,30,139,28,53,15,0.010037603,1.3014,6775,5206,2288.33,2448.39,2288.33,2407.88,1653180032,37446201344,230.89,236.22,214.48,222.24,812924032,21264799744
6/2/2017,16315,1338,3803,1802,1491,562,242,162,57,32,110,15,48,6,0.012547878,1.3591,6638,4884,2404.03,2488.55,2373.32,2488.55,1317030016,39344599040,222.29,229.41,219.58,223.77,469532000,20479000576
6/3/2017,12877,1008,3018,1387,1236,445,188,121,47,17,106,16,33,2,0.011469445,1.3192,5427,4114,2493.72,2581.91,2423.57,2515.35,1514950016,40817098752,223.46,225.97,219.42,224.38,427896000,20593500160
6/4/2017,15728,1073,3520,1615,1455,539,211,149,43,26,109,24,35,9,0.017519577,1.4842,6639,4473,2547.79,2585.89,2452.54,2511.81,1355120000,41708199936,224.12,250.41,223.98,245.33,753820032,20659800064
6/5/2017,16323,1367,3969,1876,1498,550,263,194,60,30,140,25,54,11,0.013470019,1.3638,6950,5096,2512.4,2686.81,2510.22,2686.81,1369309952,41133899776,245.26,249.47,243.05,248.46,435660000,22615799808
6/6/2017,23430,1876,5259,2364,1886,611,333,223,71,39,170,25,57,9,0.011084885,1.3529,8683,6418,2690.84,2999.91,2690.84,2863.2,2089609984,44060999680,248.6,267.51,246.84,264.47,741553024,22930399232
6/7/2017,20952,1552,5055,2451,1740,608,323,210,71,38,165,28,52,10,0.005760649,1.3315,8450,6346,2869.38,2869.38,2700.56,2732.16,1517709952,46989799424,264.26,264.67,254.04,258.07,461648992,24382199808
6/8/2017,17396,1387,4271,2001,1619,545,261,178,52,20,127,22,69,4,0.012472708,1.31,6981,5329,2720.49,2815.3,2670.95,2805.62,1281170048,44557099008,257.99,262.25,253.98,261.67,385494016,23810899968
6/9/2017,18310,1331,4274,1954,1743,610,253,168,64,28,120,24,59,7,0.011926636,1.2969,7058,5442,2807.44,2901.71,2795.62,2823.81,1348950016,45987098624,261.75,282.76,261.75,281.74,557985984,24164999168
6/10/2017,21733,1493,4750,2097,1835,563,275,184,76,38,137,29,54,8,0.009613556,1.2384,7168,5788,2828.14,2950.99,2746.55,2947.71,2018889984,46331400192,282.01,350.26,282.01,337.67,1611629952,26043699200
6/11/2017,20153,1369,4679,2111,1694,595,322,221,55,31,143,22,51,9,0.010004205,1.3096,7440,5681,2942.41,2996.6,2840.53,2958.11,1752400000,48208699392,338.79,353.01,318.17,340.61,1373219968,31296800768
6/12/2017,34549,2336,7039,2985,3002,916,422,273,100,38,191,30,119,27,0.00921077,1.3505,10597,7847,2953.22,2997.26,2518.56,2659.63,2569530112,48391200768,341.16,414.76,341.16,401.49,2882650112,31525300224
6/13/2017,25223,1825,5512,2562,2255,833,393,232,89,41,127,18,71,4,0.014368963,1.3488,9852,7304,2680.91,2789.04,2650.38,2717.02,1781200000,43934101504,395.69,411.18,370.06,397.54,1717379968,36574498816
6/14/2017,27326,1877,6188,2829,2599,896,363,232,94,37,200,32,93,17,0.012894083,1.3713,9990,7285,2716.88,2786.83,2412.94,2506.37,1696560000,44528300032,397.59,399.32,342.21,359.05,1272579968,36761600000
6/15/2017,31626,2059,6456,2721,3145,1076,350,229,112,59,191,38,101,17,0.011372397,1.3866,11391,8215,2499.58,2534.71,2212.96,2464.58,2026259968,40971300864,358.51,364.44,300.7,361.93,2463450112,33158199296
6/16/2017,21824,1540,5118,2310,2117,764,283,184,75,28,129,24,70,10,0.021356596,1.5023,9361,6231,2469.57,2539.92,2385.15,2518.56,1195190016,40484098048,361.18,373.05,341.42,370.23,1096280064,33415800832
6/17/2017,16531,1228,3817,1724,1451,496,250,166,59,23,124,23,51,7,0.012988157,1.3856,6792,4902,2514.01,2685.19,2484.96,2655.88,1534509952,41217200128,369.88,379.41,364,379.41,904652992,34231300096
6/18/2017,15809,1187,3756,1683,1558,591,271,185,54,28,85,21,43,4,0.009804888,1.3366,6826,5107,2655.35,2662.1,2516.33,2548.29,1178659968,43539300352,379.52,390.58,368.84,371.46,904702976,35133800448
6/19/2017,19397,1560,4500,2121,1887,671,301,193,80,34,131,21,58,6,0.013258946,1.3782,7995,5801,2549.03,2662.85,2549.03,2589.6,1446840064,41800601600,371.86,377.11,369.76,370.06,685171968,34435698688
6/20/2017,24244,1810,5215,2314,2620,989,304,202,104,40,186,29,93,11,0.015236283,1.367,9130,6679,2591.26,2763.45,2589.82,2721.79,1854189952,42497998848,370.33,377.97,350.94,359.01,1020390016,34304000000
6/21/2017,28070,1934,5668,2495,3018,1039,327,216,109,57,171,29,109,15,0.009756524,1.3478,9712,7206,2709.43,2772.01,2660.4,2689.1,1626579968,44440801280,359.54,361.34,319.48,336.87,1420130048,33310500864
6/22/2017,21980,1703,4668,1998,2409,877,296,194,79,30,156,27,84,18,0.007806059,1.3371,8758,6550,2691.03,2723.74,2642.36,2705.41,1097939968,44143661056,337.73,342.03,330.62,336.37,925766976,31302619136
6/23/2017,17861,1514,4377,2081,1744,664,269,181,60,26,156,24,64,10,0.008805999,1.3294,7522,5658,2707.34,2765.17,2706.37,2744.91,961318976,44415922176,336.48,348.01,334.99,341.74,593206976,31195850752
6/24/2017,14773,1088,3241,1512,1401,497,190,124,56,31,80,10,52,6,0.007835982,1.2444,6167,4956,2738.52,2757.94,2583.19,2608.72,982750016,44932898816,341.63,343.62,322.09,323.7,673585024,31681343488
6/25/2017,17998,1315,3749,1691,1836,570,221,145,70,36,115,22,57,6,0.009324251,1.2247,6584,5376,2607.25,2682.26,2552.12,2589.41,1161100032,42783760384,323.47,332.79,284.65,303.25,1186880000,30005925888
6/26/2017,27941,1725,5250,2199,2690,861,267,187,75,31,140,23,102,20,0.008116975,1.1923,8481,7113,2590.57,2615.25,2376.29,2478.45,1663280000,42513989632,302.95,311.46,238.65,272.69,2081810048,28111192064
6/27/2017,22243,1566,4854,2166,2078,704,266,177,67,27,140,31,76,13,0.009166895,1.2732,8142,6395,2478.45,2552.45,2332.99,2552.45,1489789952,40677937152,272.69,293.09,227.14,293.09,1973869952,25309749248
6/28/2017,20104,1512,4372,1985,1849,593,284,196,64,32,126,26,71,7,0.007612618,1.2094,7525,6222,2553.03,2603.98,2484.42,2574.79,1183869952,41906651136,293.04,333.1,276.41,327.93,2056550016,27206987776
6/29/2017,17470,1451,4092,1902,1739,634,251,175,47,20,124,26,74,13,0.007137552,1.2648,7178,5675,2567.56,2588.83,2510.48,2539.32,949979008,42150330368,328.37,330.71,297.37,302.88,1508579968,30495309824
6/30/2017,16879,1335,3807,1761,1603,591,191,140,59,24,130,24,81,14,0.016578842,1.3367,6983,5224,2539.24,2559.25,2478.43,2480.84,860273024,41689124864,303.15,315.17,288.44,294.92,1011800000,28161871872
7/1/2017,13724,1014,3040,1397,1479,515,139,91,54,25,121,15,58,10,0.013531619,1.2547,5498,4382,2492.6,2515.27,2419.23,2434.55,779913984,40928153600,293.35,293.75,268.62,274.6,1089200000,27259449344
7/2/2017,12349,922,2770,1260,1348,515,162,113,27,16,90,19,62,11,0.010798118,1.2092,4733,3914,2436.4,2514.28,2394.84,2506.47,803747008,40010469376,275.12,295.51,262.52,287.99,1123330048,25572796416
7/3/2017,13656,1163,3264,1518,1479,579,156,101,48,20,87,11,58,4,0.009652169,1.2914,5611,4345,2498.56,2595,2480.47,2564.06,964112000,41037160448,288.41,291.1,281.18,282.9,851408000,26815934464
7/4/2017,12707,1113,2877,1303,1357,516,149,107,25,10,88,17,37,5,0.0102675,1.2491,5291,4236,2561,2631.59,2559.35,2601.64,985516032,42067939328,282.19,287.39,273.11,273.3,687691008,26244990976
7/5/2017,14616,1151,3469,1627,1659,617,191,120,45,27,118,23,45,7,0.012518383,1.2872,5772,4484,2602.87,2622.65,2538.55,2601.99,941566016,42760830976,273.1,275.13,261.45,268.77,790256000,25406922752
7/6/2017,14271,1190,3381,1628,1565,590,180,119,37,20,96,14,44,7,0.013973436,1.2782,5987,4684,2608.1,2616.72,2581.69,2608.56,761956992,42851422208,268.86,278.48,265.51,270.55,623080000,25019516928
7/7/2017,15363,1236,3561,1728,1620,636,161,106,52,24,138,18,67,12,0.00897922,1.2454,5780,4641,2608.59,2916.14,2498.87,2518.66,917411968,42864218112,270.35,273.94,244.17,245.99,687251968,25160841216
7/8/2017,11554,914,2711,1273,1301,510,130,88,39,22,108,20,43,7,0.009755053,1.206,4579,3797,2520.27,2571.34,2492.31,2571.34,733329984,41417732096,245.89,273.48,236.55,251.7,754958016,22890702848
7/9/2017,10767,875,2465,1140,1207,471,136,99,36,17,85,16,38,7,0.01640768,1.2511,4669,3732,2572.61,2635.49,2517.59,2518.44,527856000,42283167744,251.82,255.1,242.14,242.14,505118016,23454654464
7/10/2017,18746,1404,3846,1679,1920,653,168,110,56,25,121,17,78,25,0.013331686,1.2204,6180,5064,2525.25,2537.16,2321.13,2372.56,1111200000,41509044224,243.01,243.07,196.96,215.36,937219008,22640531456
7/11/2017,20314,1554,4209,1814,2277,779,187,126,74,31,169,21,101,20,0.009163464,1.214,6722,5537,2385.89,2413.47,2296.81,2337.79,1329760000,39224180736,211.52,220.29,183.39,197.4,1440950016,19712309248
7/12/2017,17885,1438,3977,1806,1910,695,176,128,57,23,110,15,66,15,0.014451781,1.2388,6459,5214,2332.77,2423.71,2275.14,2398.84,1117410048,38355918848,197.15,230.77,189.59,230.77,1241190016,18377590784
7/13/2017,15183,1290,3401,1593,1588,599,124,76,46,23,145,25,63,10,0.010599258,1.2472,5882,4716,2402.7,2425.22,2340.83,2357.9,835769984,39511040000,231.81,231.81,200.07,209.73,828489024,21613936640
7/14/2017,14789,1213,3178,1435,1584,538,177,119,55,25,144,18,75,17,0.015597816,1.2611,5569,4416,2360.59,2363.25,2183.22,2233.34,882502976,38823104512,209.53,211.1,187.37,199.66,749382016,19541268480
7/15/2017,14514,992,2995,1338,1633,604,147,106,42,19,106,12,59,11,0.011572843,1.3208,5591,4233,2230.12,2231.14,1990.41,1998.86,993608000,36681289728,199.71,200.16,170.65,170.65,810451968,18630193152
7/16/2017,20162,1220,4054,1795,2298,790,191,127,68,32,116,27,61,11,0.014673104,1.3519,6803,5032,1991.98,2058.77,1843.03,1929.82,1182870016,32767571968,169.57,172.01,133.72,157.36,1516889984,15823085568
7/17/2017,18047,1299,3710,1629,2049,699,174,121,52,29,118,23,73,13,0.01544912,1.3544,6852,5059,1932.62,2230.49,1932.62,2228.41,1201760000,31795019776,159.99,194.75,158.04,193.42,1669500032,14932733952
7/18/2017,22882,1546,4595,1998,2366,760,219,158,60,24,147,40,87,16,0.011261997,1.277,7588,5942,2233.52,2387.61,2164.77,2318.88,1512450048,36749443072,195.03,267.99,182.06,234.39,2709260032,18207434752
7/19/2017,21065,1503,4231,1843,2328,798,196,120,55,25,149,30,86,15,0.013601011,1.2583,6932,5509,2323.08,2397.17,2260.23,2273.43,1245100032,38227845120,234.94,245.65,191.74,199.7,2328790016,21939337216
7/20/2017,22197,1673,4304,1766,2324,792,212,149,64,36,150,27,116,17,0.009397911,1.3436,7656,5698,2269.89,2900.7,2269.89,2817.6,2249260032,37356806144,205.42,233.9,203.22,227.26,2224999936,19187824640
7/21/2017,17496,1348,3721,1592,1691,572,191,129,57,27,150,37,62,17,0.012066929,1.3519,6954,5144,2838.41,2838.41,2621.85,2667.76,1489449984,46718996480,226.06,235.12,213.01,218.3,1006129984,21121122304
7/22/2017,13614,970,2973,1319,1364,444,171,105,35,12,88,11,44,6,0.01200107,1.2958,5454,4209,2668.63,2862.42,2657.71,2810.12,1177129984,43929632768,217.86,232.7,216.87,229.48,618259968,20360077312
7/23/2017,12817,1110,2847,1304,1405,539,176,120,40,17,132,28,58,12,0.010503138,1.3921,5823,4183,2808.1,2832.18,2653.94,2730.4,1072840000,46231142400,229.12,231.68,217.72,225.95,649614976,21418291200
7/24/2017,14457,1303,3380,1535,1470,578,217,140,43,15,156,26,57,9,0.010800745,1.4014,6553,4676,2732.7,2777.26,2699.19,2754.86,866473984,44995604480,226.29,227.54,222.45,224.71,431691008,21158543360
7/25/2017,17508,1545,3869,1733,1883,705,175,121,42,22,164,36,58,9,0.019066213,1.3563,7046,5195,2757.5,2768.08,2480.96,2576.48,1460089984,45410078720,224.37,225.32,195.85,206.71,1095760000,20985184256
7/26/2017,16366,1495,3737,1717,1805,673,207,126,43,25,172,17,94,26,0.015677258,1.4127,7253,5134,2577.77,2610.76,2450.8,2529.45,937404032,42455015424,207.09,210.77,194.78,203.95,717692032,19373395968
7/27/2017,15663,1489,3573,1632,1698,642,209,141,55,21,164,28,72,13,0.012420288,1.3878,7007,5049,2538.71,2693.32,2529.34,2671.78,789104000,41816489984,204.86,206.44,201.26,204.32,393283008,19169816576
7/28/2017,18957,1718,4151,1869,2069,739,234,149,64,27,173,31,56,11,0.0106433,1.4047,7848,5587,2679.73,2897.45,2679.73,2809.01,1380099968,44144447488,204.32,204.9,192.3,193.12,562571008,19125102592
7/29/2017,16145,1227,3395,1517,1829,660,185,128,41,23,98,17,60,13,0.01639483,1.3853,6828,4929,2807.02,2808.76,2692.8,2726.45,803745984,46246670336,193.34,208.68,179.65,205.79,824355008,18101762048
7/30/2017,13621,1136,2892,1280,1548,601,187,131,48,22,98,15,67,6,0.01227772,1.4123,6313,4470,2724.39,2758.53,2644.85,2757.18,705942976,44890664960,206.74,208.54,196.15,197.98,596233984,19360923648
7/31/2017,17647,1597,3727,1637,1874,696,238,154,62,28,160,19,66,11,0.010652937,1.3724,7415,5403,2763.24,2889.62,2720.61,2875.34,860574976,45535846400,197.4,203.87,193.41,203.87,569414016,18492033024
8/1/2017,30353,2631,5198,2068,3069,1026,249,153,110,45,255,44,156,33,0.015897218,1.5699,11518,7337,2871.3,2921.35,2685.61,2718.26,1324669952,47321755648,204.69,227.74,204.69,226.77,1585330048,19179139072
8/2/2017,29170,2551,5814,2677,3024,1090,333,202,126,61,190,31,153,30,0.016623194,1.6461,11689,7101,2727.13,2762.53,2668.59,2710.67,1094950016,44950835200,227.01,229.51,218.12,219.95,632606016,21275228160
8/3/2017,21685,1959,4771,2220,2312,818,266,173,77,33,193,43,115,15,0.016836445,1.5863,9329,5881,2709.56,2813.31,2685.14,2804.73,804796992,44666400768,220.18,228.29,219.89,225.34,557217024,20640077824
8/4/2017,21071,1628,4509,2050,2382,866,201,131,75,36,142,23,90,19,0.0160076,1.5418,8958,5810,2806.93,2899.33,2743.72,2895.89,1002120000,46276210688,225.31,227.62,222.06,223.07,539782976,21125576704
8/5/2017,23374,1617,4667,2059,2393,824,194,113,77,32,167,28,82,17,0.02367625,1.543,9525,6173,2897.63,3290.01,2874.83,3252.91,1945699968,47778197504,222.85,256.51,221.95,256.51,1332999936,20899981312
8/6/2017,19514,1263,4318,1971,1988,724,224,158,54,25,122,23,72,8,0.016221846,1.4661,8087,5516,3257.61,3293.29,3155.6,3213.94,1105030016,53720891392,256.42,271.05,252.85,261.57,1482979968,24053475328
8/7/2017,20504,1635,4590,2112,1978,658,245,170,65,31,172,38,75,11,0.010237199,1.4505,8523,5876,3212.78,3397.68,3180.89,3378.94,1482279936,52987310080,261.24,271.96,256.69,269.18,935726976,24510986240
8/8/2017,23565,1787,5066,2209,2201,767,260,176,63,33,210,26,89,14,0.012525923,1.4114,8817,6247,3370.22,3484.85,3345.83,3419.94,1752760064,55590281216,269.1,298.91,266.8,296.77,1502409984,25254578176
8/9/2017,21383,1503,4365,1968,2136,761,204,134,54,22,157,33,66,7,0.012632842,1.3285,7927,5967,3420.4,3422.76,3247.67,3342.47,1468960000,56424906752,297.63,318.72,276.69,296.03,2638579968,27938674688
